algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,balance_kept_honest,balance_kept_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.9815192596714475,0.8852623095115025,0.38316610634326936,1.0,1.4844925701618195,nan,1000.0,1.0,1.0,30388,488,0,50,7.718747649089914,nan,6.939096754247492,nan,0.6102098127463537,0.0,0.7220144217664545,0.0,7209.325232114224,0.0,0.6102098127463537,0.0,137.6883212002841,0.0,137.6883212002841,0.0,4.921662562183419,0.0,4.545454545454546,0.0,4.921662562183419,1.1535053358595937,0.7220144217664545,0.6102098127463537,5.04857177734375,264.34192517752155
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.9815192596714475,0.8852613097429276,0.38330269783735277,1.0,2.1052077054977416,nan,1000.0,1.0,1.0,30189,289,0,52,8.687210360599057,nan,7.861976385116577,nan,0.6002290721471661,0.0,0.7640824019908905,0.0,7410.680304306853,0.0,0.6002290721471661,0.0,135.2835693359375,0.0,135.2835693359375,0.0,4.944122574913312,0.0,5.2,0.0,4.944122574913312,1.1568582716665652,0.7640824019908905,0.6002290721471661,4.509452311197917,247.0226768102285
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.9815192596714475,0.8852153086662292,0.38344912181297935,1.0,1.724159185702984,nan,1000.0,1.0,1.0,30475,575,0,76,8.24259828783237,nan,7.5094966521629924,nan,0.6002290721471661,0.0,0.7402345079642075,0.0,7592.163887336864,0.0,0.6002290721471661,0.0,135.29766845703125,0.0,135.29766845703125,0.0,4.98768307073764,0.0,5.846153846153846,0.0,4.98768307073764,1.1422810658937539,0.7402345079642075,0.6002290721471661,5.862898966471354,328.9937684512641
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.996501198618383,0.8851309770345688,0.3837330451607704,1.0,1.8715643001639324,nan,1000.0,1.0,1.0,30680,780,0,276,8.082440739147465,nan,7.4128381687661875,nan,0.6002290721471659,0.0,0.7438849262569261,0.0,7501.304216636742,0.0,0.6002290721471659,0.0,135.51773801057234,0.0,135.51773801057234,0.0,5.0593652056351335,0.0,12.0,0.0,5.0593652056351335,1.1187307642972286,0.7438849262569261,0.6002290721471659,10.389693247477213,575.0999899421503
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.996501198618383,0.8851556446154912,0.38388574520746865,1.0,1.8709192276000977,nan,1000.0,1.0,1.0,30129,229,0,52,7.948610720705242,nan,7.338858509063721,nan,0.6002290721471661,0.0,0.7522291481494904,0.0,7306.634622216325,0.0,0.6002290721471661,0.0,135.40508880615235,0.0,135.40508880615235,0.0,5.08616036156731,0.0,5.2,0.0,5.08616036156731,1.114679773654848,0.7522291481494904,0.6002290721471661,4.513502960205078,243.55448740721084
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.996501198618383,0.8851193098227182,0.38406321972608565,1.0,1.8821674697101116,nan,1000.0,1.0,1.0,30284,384,0,156,7.777199079613836,nan,7.228626728057861,nan,0.6009315067839491,0.0,0.7364684399217367,0.0,7573.98386281252,0.0,0.6009315067839491,0.0,135.7259063720703,0.0,135.7259063720703,0.0,5.1189922233286245,0.0,9.75,0.0,5.1189922233286245,1.1189708330184918,0.7364684399217367,0.6009315067839491,7.238715006510417,403.94580601666775
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,7.3403398804438735,0.8850779777765274,0.38439534217119214,1.0,2.1170441396534443,nan,1000.0,1.0,1.0,30408,508,0,126,8.698088676588267,nan,8.138637602329254,nan,0.6006464466581258,0.0,0.748166412115097,0.0,7421.414143963728,0.0,0.6006464466581258,0.0,135.61358070373535,0.0,135.61358070373535,0.0,5.1480001615177775,0.0,7.875,0.0,5.1480001615177775,1.1283229979383458,0.748166412115097,0.6006464466581258,7.232724304199219,395.80875434473217
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,7.3403398804438735,0.8851473108927409,0.3844191174705823,1.0,1.5650059499523856,nan,1000.0,1.0,1.0,30316,416,0,54,7.500617373796888,nan,7.065130493857644,nan,0.6002290721471661,0.0,0.7690673903985457,0.0,7782.120022419502,0.0,0.6002290721471661,0.0,135.4480341131037,0.0,135.4480341131037,0.0,5.183382764896919,0.0,4.909090909090909,0.0,5.183382764896919,1.0934200953753717,0.7690673903985457,0.6002290721471661,4.966427917480469,285.3444008220484
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,7.3403398804438735,0.8851076436042785,0.3846683793266614,1.0,1.646337783650348,nan,1000.0,1.0,1.0,30556,656,0,192,7.58865718894068,nan,7.195871629213032,nan,0.600229072147166,0.0,0.7158679444538919,0.0,7529.632655495891,0.0,0.600229072147166,0.0,135.33554398386102,0.0,135.33554398386102,0.0,5.233469425934325,0.0,10.105263157894736,0.0,5.233469425934325,1.0787700218269345,0.7158679444538919,0.600229072147166,8.571251118977864,476.876734848073
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,7.475039378267168,0.8850339774290721,0.3849969591697057,1.0,1.5382629930973053,nan,1000.0,1.0,1.0,30539,639,0,276,7.574883912511522,nan,7.23085663318634,nan,0.6002290721471659,0.0,0.7507999449968338,0.0,7468.623376043285,0.0,0.6002290721471659,0.0,135.46642608642577,0.0,135.46642608642577,0.0,5.278754504138395,0.0,13.8,0.0,5.278754504138395,1.0708306772836291,0.7507999449968338,0.6002290721471659,9.031095072428386,497.9082250695523
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,7.475039378267168,0.8850123121341069,0.38514429142077766,1.0,1.7189051542017195,nan,1000.0,1.0,1.0,30567,667,0,154,7.572467120819264,nan,7.276900927225749,nan,0.600229072147166,0.0,0.7402085893683963,0.0,8039.19598211021,0.0,0.600229072147166,0.0,135.41342078314887,0.0,135.41342078314887,0.0,5.319955038960931,0.0,8.555555555555555,0.0,5.319955038960931,1.0620649622946874,0.7402085893683963,0.600229072147166,8.124805246988933,482.3517589266126
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,7.475039378267168,0.885006311138471,0.38539936979611716,1.0,2.1721209436655045,nan,1000.0,1.0,1.0,30139,239,0,30,8.379316883307563,nan,8.1061190366745,nan,0.6002290721471661,0.0,0.7900718972086906,0.0,7947.608735122385,0.0,0.6002290721471661,0.0,135.23431396484375,0.0,135.23431396484375,0.0,5.336405244535684,0.0,3.75,0.0,5.336405244535684,1.061789251518605,0.7900718972086906,0.6002290721471661,3.606248372395833,211.93623293659692
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,7.475039378267168,0.8850219782193501,0.3855812235673269,1.0,1.7752868384122849,nan,1000.0,1.0,1.0,30280,380,0,70,7.738631511879255,nan,7.53639801343282,nan,0.6002290721471661,0.0,0.7374212443828583,0.0,7796.900478103374,0.0,0.6002290721471661,0.0,135.53145472208658,0.0,135.53145472208658,0.0,5.353192945375179,0.0,5.833333333333333,0.0,5.353192945375179,1.0678726802226994,0.7374212443828583,0.6002290721471661,5.4212581888834634,311.8760191241349
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,7.475039378267168,0.8850283112128575,0.38583200722932814,1.0,2.008395688874381,nan,1000.0,1.0,1.0,30253,353,0,112,7.522667642753235,nan,7.375081607273647,nan,0.6002290721471661,0.0,0.7731881226812091,0.0,8329.058186177603,0.0,0.6002290721471661,0.0,135.46146937779017,0.0,135.46146937779017,0.0,5.382192080370123,0.0,8.0,0.0,5.382192080370123,1.0636962216423773,0.7731881226812091,0.6002290721471661,6.321535237630209,388.6893820216214
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,7.475039378267168,0.8850493101278941,0.3859123256802559,1.0,1.6492371948865743,nan,1000.0,1.0,1.0,30275,375,0,86,7.247029534226558,nan,7.1523751112130975,nan,0.6002290721471661,0.0,0.7075797594510592,0.0,7904.480263708812,0.0,0.6002290721471661,0.0,135.4409907414363,0.0,135.4409907414363,0.0,5.408824942426935,0.0,6.615384615384615,0.0,5.408824942426935,1.0612618725271146,0.7075797594510592,0.6002290721471661,5.869109598795573,342.5274780940485
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,7.475039378267168,0.8849029765526454,0.38634200870990754,1.0,1.8576050365672392,nan,1000.0,1.0,1.0,30753,853,0,120,7.833022727995536,nan,7.782424842610078,nan,0.6002290721471661,0.0,0.7485385291716632,0.0,8184.807989402119,0.0,0.6002290721471661,0.0,135.29143299775964,0.0,135.29143299775964,0.0,5.442364354943804,0.0,7.0588235294117645,0.0,5.442364354943804,1.0576993464719309,0.7485385291716632,0.6002290721471661,7.666514536539713,463.8057860661201
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,7.475039378267168,0.8849003096421559,0.3865806206067403,1.0,1.7148950580093596,nan,1000.0,1.0,1.0,30512,612,0,160,7.351580021224639,nan,7.3529486656188965,nan,0.600229072147166,0.0,0.7521415385935042,0.0,8467.676876414385,0.0,0.600229072147166,0.0,135.39944203694662,0.0,135.39944203694662,0.0,5.4933701453537065,0.0,8.88888888888889,0.0,5.4933701453537065,1.0038717706695939,0.7521415385935042,0.600229072147166,8.123966522216797,508.0606125848632
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,7.475039378267168,0.8849133106072744,0.38679494897524513,1.0,1.7586065570513407,nan,1000.0,1.0,1.0,30560,660,0,104,7.306155913561663,nan,7.356395626068116,nan,0.6002290721471663,0.0,0.7339069644610087,0.0,8383.168359115978,0.0,0.6002290721471663,0.0,135.35872395833334,0.0,135.35872395833334,0.0,5.521741965835299,0.0,6.933333333333334,0.0,5.521741965835299,1.0026755988303375,0.7339069644610087,0.6002290721471663,6.767936197916667,419.158417955799
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,7.475039378267168,0.8849399757385253,0.38703112185001376,1.0,2.063365970339094,nan,1000.0,1.0,1.0,30067,167,0,26,7.635495306122543,nan,7.739424228668213,nan,0.6002290721471661,0.0,0.7974041700363159,0.0,8337.305105530315,0.0,0.6002290721471661,0.0,135.49627031598772,0.0,135.49627031598772,0.0,5.53834520329679,0.0,3.7142857142857144,0.0,5.53834520329679,0.994731421320926,0.7974041700363159,0.6002290721471661,3.16157964070638,194.53711912904066
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,7.475039378267168,0.8848739763100942,0.38733344087998073,1.0,1.7175934546523624,nan,1000.0,1.0,1.0,30362,462,0,182,7.403465317733719,nan,7.554431385464138,nan,0.6018505068134226,0.0,0.7116047905551063,0.0,8592.658901184523,0.0,0.6018505068134226,0.0,135.82430352105035,0.0,135.82430352105035,0.0,5.562951545669875,0.0,10.11111111111111,0.0,5.562951545669875,1.005879837509564,0.7116047905551063,0.6018505068134226,8.14945821126302,515.5595340710714
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,7.475039378267168,0.8847976440191269,0.38779716442028683,1.0,2.1718761920928955,nan,1000.0,1.0,1.0,30398,498,0,136,7.914902490271966,nan,8.130319267511368,nan,0.6002290721471661,0.0,0.7447614595293999,0.0,8382.011293552878,0.0,0.6002290721471661,0.0,135.51004314422607,0.0,135.51004314422607,0.0,5.585382200871442,0.0,8.5,0.0,5.585382200871442,1.0160016078788656,0.7447614595293999,0.6002290721471661,7.2272023010253905,447.0406023228201
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,7.475039378267168,0.8846373120943706,0.3882738021016121,1.0,2.256131500005722,nan,1000.0,1.0,1.0,30405,505,0,64,8.06908768617133,nan,8.344143470128378,nan,0.6002290721471661,0.0,0.740201418598493,0.0,8549.30270001853,0.0,0.6002290721471661,0.0,135.63997650146484,0.0,135.63997650146484,0.0,5.601854097235387,0.0,5.333333333333333,0.0,5.601854097235387,1.0240980691751589,0.740201418598493,0.6002290721471661,5.425599060058594,341.9721080007412
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,7.475039378267168,0.8845733118057251,0.3888328590989113,1.0,2.069602691210233,nan,1000.0,1.0,1.0,30918,1018,0,318,7.558021317577992,nan,7.867934520427998,nan,0.600229072147166,0.0,0.7699003059130448,0.0,8523.151528189543,0.0,0.600229072147166,0.0,135.38893655630258,0.0,135.38893655630258,0.0,5.653972010641343,0.0,12.23076923076923,0.0,5.653972010641343,1.0108108909597862,0.7699003059130448,0.600229072147166,11.733707834879556,738.6731324430938
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.475039378267168,0.8845333117246628,0.3893190772334735,1.0,2.1476798156897225,nan,1000.0,1.0,1.0,30644,744,0,326,7.556820064422809,nan,7.919303774833679,nan,0.6002290721471661,0.0,0.7533165464798609,0.0,8852.946355592716,0.0,0.6002290721471661,0.0,135.46997197469076,0.0,135.46997197469076,0.0,5.701931710668879,0.0,13.583333333333334,0.0,5.701931710668879,0.9975722875216253,0.7533165464798609,0.6002290721471661,10.83759775797526,708.2357084474173
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.475039378267168,0.8844479777415594,0.38967820048332213,1.0,2.2295745526041304,nan,1000.0,1.0,1.0,30322,422,0,102,7.365264644796889,nan,7.770188842500959,nan,0.6002290721471661,0.0,0.7873500372682299,0.0,9143.171385811942,0.0,0.6002290721471661,0.0,135.4213420322963,0.0,135.4213420322963,0.0,5.729961947250526,0.0,7.285714285714286,0.0,5.729961947250526,0.9877187220763487,0.7873500372682299,0.6002290721471661,6.319662628173828,426.6813313378907
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.475039378267168,0.884441644748052,0.3899118121465047,1.0,2.077111929655075,nan,1000.0,1.0,1.0,30247,347,0,24,7.313597565375154,nan,7.767290949821472,nan,0.6002290721471661,0.0,0.7596538886427879,0.0,8201.77596212034,0.0,0.6002290721471661,0.0,135.1713161468506,0.0,135.1713161468506,0.0,5.740732540459796,0.0,3.0,0.0,5.740732540459796,0.9950324582195975,0.7596538886427879,0.6002290721471661,3.6045684305826824,218.71402565654242
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.475039378267168,0.8843276447057724,0.3905165550112724,1.0,2.2587624862790108,nan,1000.0,1.0,1.0,30261,361,0,140,8.282001506346216,nan,8.854603439569473,nan,0.6002290721471661,0.0,0.713686628267169,0.0,8739.218916012062,0.0,0.6002290721471661,0.0,135.5589780807495,0.0,135.5589780807495,0.0,5.766595457138122,0.0,8.75,0.0,5.766595457138122,0.9971455172624095,0.713686628267169,0.6002290721471661,7.22981216430664,466.09167552064326
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.475039378267168,0.884279309908549,0.3909496625264486,1.0,2.086928304036458,nan,1000.0,1.0,1.0,30662,762,0,108,7.568599550606328,nan,8.14600429534912,nan,0.6002290721471663,0.0,0.7295080343882243,0.0,8821.269246401518,0.0,0.6002290721471663,0.0,135.51789042154948,0.0,135.51789042154948,0.0,5.7908909874877015,0.0,7.2,0.0,5.7908909874877015,0.9972105295832538,0.7295080343882243,0.6002290721471663,6.775894521077474,441.06346232007587
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.475039378267168,0.8842473125457764,0.3912994379798571,1.0,1.9307526270548503,nan,1000.0,1.0,1.0,30424,524,0,110,7.434911093636506,nan,8.055642477671306,nan,0.6002290721471663,0.0,0.7084055701891582,0.0,9045.224159014957,0.0,0.6002290721471663,0.0,135.61760355631512,0.0,135.61760355631512,0.0,5.814732591243722,0.0,7.333333333333333,0.0,5.814732591243722,1.0011789357819967,0.7084055701891582,0.6002290721471663,6.780880177815755,452.2612079507479
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.550571629324194,0.8841233116388321,0.3920718604326248,1.0,2.25325590913946,nan,1000.0,1.0,1.0,30395,495,0,286,7.815134057247271,nan,8.524249098517679,nan,0.6002290721471659,0.0,0.7332643026655371,0.0,8945.387644197386,0.0,0.6002290721471659,0.0,135.25557708740234,0.0,135.25557708740234,0.0,5.849524007124649,0.0,13.0,0.0,5.849524007124649,1.0041206659991149,0.7332643026655371,0.6002290721471659,9.918742319742838,655.9950939078084
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.550571629324194,0.8841506451368332,0.3922209873795509,1.0,1.8663110570474104,nan,1000.0,1.0,1.0,30286,386,0,54,6.7173995373823905,nan,7.375919645482844,nan,0.6002290721471661,0.0,0.7593218088150024,0.0,9498.547559507906,0.0,0.6002290721471661,0.0,135.37337424538353,0.0,135.37337424538353,0.0,5.8804895838834925,0.0,4.909090909090909,0.0,5.8804895838834925,0.9683679163363657,0.7593218088150024,0.6002290721471661,4.963690388997396,348.2800771819565
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.550571629324194,0.8839013093709945,0.3932551220059395,1.0,2.471355357170105,nan,1000.0,1.0,1.0,30843,943,0,320,8.204506876646684,nan,9.069070472717286,nan,0.6002290721471661,0.0,0.7523592400550843,0.0,8636.267113755594,0.0,0.6002290721471661,0.0,135.46704833984376,0.0,135.46704833984376,0.0,5.923551500451897,0.0,12.8,0.0,5.923551500451897,0.9586118891550326,0.7523592400550843,0.6002290721471661,11.28892069498698,719.6889261462993
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.550571629324194,0.883891310095787,0.39355526238679883,1.0,1.8710522919893264,nan,1000.0,1.0,1.0,30516,616,0,214,6.745968338823301,nan,7.5067143201828,nan,0.6002290721471659,0.0,0.7618171721696854,0.0,9278.785289778527,0.0,0.6002290721471659,0.0,135.43055572509766,0.0,135.43055572509766,0.0,5.955663131495706,0.0,10.7,0.0,5.955663131495706,0.9513884924289354,0.7618171721696854,0.6002290721471659,9.028703715006511,618.585685985235
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.550571629324194,0.883739644686381,0.3942457268635432,1.0,2.3185683545612155,nan,1000.0,1.0,1.0,30664,764,0,222,7.747137927160201,nan,8.678450175694056,nan,0.6002290721471659,0.0,0.7637981034460521,0.0,9009.606677731175,0.0,0.6002290721471659,0.0,135.43089149111793,0.0,135.43089149111793,0.0,5.9833583294202315,0.0,10.571428571428571,0.0,5.9833583294202315,0.9600902919884416,0.7637981034460521,0.6002290721471659,9.480162404378255,630.6724674411822
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.598756339926364,0.8836859798431397,0.39488297363122304,1.0,2.41189005094416,nan,1000.0,1.0,1.0,30381,481,0,160,7.871933751311097,nan,8.877232888165642,nan,0.6002290721471661,0.0,0.7429074750227087,0.0,9030.576091772537,0.0,0.6002290721471661,0.0,135.31995705997244,0.0,135.31995705997244,0.0,6.004970286886032,0.0,9.411764705882353,0.0,6.004970286886032,0.9703130935346397,0.7429074750227087,0.6002290721471661,7.668130900065104,511.7326452004438
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.598756339926364,0.8835613105694453,0.39543400923411054,1.0,2.6106847616342397,nan,1000.0,1.0,1.0,30331,431,0,80,7.82625173817171,nan,8.884751650003286,nan,0.6002290721471661,0.0,0.7855891906298124,0.0,9135.300071335343,0.0,0.6002290721471661,0.0,135.40400578425482,0.0,135.40400578425482,0.0,6.022357784036405,0.0,6.153846153846154,0.0,6.022357784036405,0.9715741870280954,0.7855891906298124,0.6002290721471661,5.867506917317709,395.8630030911982
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.598756339926364,0.883518645564715,0.39583268980185193,1.0,2.5921799739201865,nan,1000.0,1.0,1.0,30164,264,0,44,8.660146298183808,nan,9.897192213270399,nan,0.6002290721471661,0.0,0.7136985196007622,0.0,8496.445342753645,0.0,0.6002290721471661,0.0,135.37514411078558,0.0,135.37514411078558,0.0,6.031995962684056,0.0,4.888888888888889,0.0,6.031995962684056,0.9748039429648043,0.7136985196007622,0.6002290721471661,4.061254323323568,254.89336028260936
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.598756339926364,0.883582311073939,0.39597504953543344,1.0,1.7206760909822252,nan,1000.0,1.0,1.0,30205,305,0,40,7.555593386447811,nan,8.692619111802843,nan,0.6002290721471661,0.0,0.6594477047522863,0.0,8920.215544204691,0.0,0.6002290721471661,0.0,135.3251020643446,0.0,135.3251020643446,0.0,6.047370837478311,0.0,4.444444444444445,0.0,6.047370837478311,0.9710380008609079,0.6594477047522863,0.6002290721471661,4.059753061930339,267.6064663261408
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.598756339926364,0.8835346442461014,0.3964326375722885,1.0,2.194061048825582,nan,1000.0,1.0,1.0,30524,624,0,96,6.5968612758574805,nan,7.640375804901123,nan,0.6002290721471663,0.0,0.7978363633155823,0.0,10377.328857804623,0.0,0.6002290721471663,0.0,135.44275410970053,0.0,135.44275410970053,0.0,6.068355463527681,0.0,6.4,0.0,6.068355463527681,0.9737860363400788,0.7978363633155823,0.6002290721471663,6.772137705485026,518.8664428902312
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.598756339926364,0.8835526462395986,0.3967154903213183,1.0,2.4202833622694016,nan,1000.0,1.0,1.0,30150,250,0,40,7.603626418087037,nan,8.865299999713898,nan,0.6002290721471661,0.0,0.7754158601164818,0.0,10145.754705072453,0.0,0.6002290721471661,0.0,135.30488395690918,0.0,135.30488395690918,0.0,6.077756998725686,0.0,5.0,0.0,6.077756998725686,0.9750664379721043,0.7754158601164818,0.6002290721471661,3.6081302388509116,270.5534588019321
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.629305880882123,0.8833169778188069,0.39766526271899544,1.0,2.502953354269266,nan,1000.0,1.0,1.0,30356,456,0,134,8.190593983684774,nan,9.61354050040245,nan,0.6002290721471661,0.0,0.7288689613342285,0.0,9793.107188879705,0.0,0.6002290721471661,0.0,135.4249963760376,0.0,135.4249963760376,0.0,6.107864739769989,0.0,8.375,0.0,6.107864739769989,0.9560211113016498,0.7288689613342285,0.6002290721471661,7.222666473388672,522.2990500735842
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.629305880882123,0.8834523117542267,0.3977824681997299,1.0,1.5397239178419113,nan,1000.0,1.0,1.0,30273,373,0,78,6.168228692167358,nan,7.288257797559102,nan,0.6002290721471661,0.0,0.7431462009747823,0.0,10802.913183250568,0.0,0.6002290721471661,0.0,135.43261082967123,0.0,135.43261082967123,0.0,6.125809213449457,0.0,6.5,0.0,6.125809213449457,0.9533221392268896,0.7431462009747823,0.6002290721471661,5.417304433186849,432.1165273300227
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.71363834881503,0.8833169768253962,0.39834089934825895,1.0,2.106879585319095,nan,1000.0,1.0,1.0,30533,633,0,160,6.978189604125684,nan,8.300443940692478,nan,0.600229072147166,0.0,0.764908449517356,0.0,10027.073780986639,0.0,0.600229072147166,0.0,135.40364922417535,0.0,135.40364922417535,0.0,6.148582623580542,0.0,8.88888888888889,0.0,6.148582623580542,0.9584207650803434,0.764908449517356,0.600229072147166,8.124218953450521,601.6244268591984
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.71363834881503,0.8832589781284332,0.39884565750757855,1.0,2.390682090412487,nan,1000.0,1.0,1.0,30290,390,0,62,7.691427077887334,nan,9.210024356842041,nan,0.6002290721471661,0.0,0.7542631192640825,0.0,9911.57119994417,0.0,0.6002290721471661,0.0,135.35839150168678,0.0,135.35839150168678,0.0,6.1645854249140015,0.0,5.636363636363637,0.0,6.1645854249140015,0.9565018731247589,0.7542631192640825,0.6002290721471661,4.963141021728515,363.4242773312862
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.71363834881503,0.8832549780607224,0.39914387146631874,1.0,2.4898403882980347,nan,1000.0,1.0,1.0,30355,455,0,52,7.685371721652981,nan,9.264330213720148,nan,0.6002290721471661,0.0,0.7287937456911261,0.0,9964.348030046955,0.0,0.6002290721471661,0.0,135.58178433504972,0.0,135.58178433504972,0.0,6.177838044892331,0.0,4.7272727272727275,0.0,6.177838044892331,0.9613061607476436,0.7287937456911261,0.6002290721471661,4.971332092285156,365.3594277683884
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.718822042431251,0.8831199771165847,0.3996779136856397,1.0,2.1638633994495167,nan,1000.0,1.0,1.0,30139,239,0,206,7.084189896020677,nan,8.59675676682416,nan,0.6002290721471661,0.0,0.7205919167574715,0.0,10007.032365039628,0.0,0.6002290721471661,0.0,135.38102273380056,0.0,135.38102273380056,0.0,6.205995187509408,0.0,12.117647058823529,0.0,6.205995187509408,0.9496571068699406,0.7205919167574715,0.6002290721471661,7.671591288248698,567.0651673522456
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.743342141948482,0.8830119770765305,0.4004336267709732,1.0,2.5840609003515804,nan,1000.0,1.0,1.0,30550,650,0,136,8.072968199478478,nan,9.862181326922249,nan,0.6002290721471661,0.0,0.7493902304593254,0.0,9653.466547856318,0.0,0.6002290721471661,0.0,135.3892561968635,0.0,135.3892561968635,0.0,6.228166409869148,0.0,8.0,0.0,6.228166409869148,0.9507358741467253,0.7493902304593254,0.6002290721471661,7.672057851155599,547.0297710451913
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.753738703672509,0.8828773109118143,0.40110942542552946,1.0,2.5273485938707987,nan,1000.0,1.0,1.0,30537,637,0,100,7.686362131698987,nan,9.452700106302897,nan,0.6002290721471663,0.0,0.7639769633611043,0.0,10330.03471695334,0.0,0.6002290721471663,0.0,135.3819844563802,0.0,135.3819844563802,0.0,6.25425823420698,0.0,6.666666666666667,0.0,6.25425823420698,0.9334788372335129,0.7639769633611043,0.6002290721471663,6.76909922281901,516.501735847667
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.753738703672509,0.8828089781602224,0.40169518580039343,1.0,2.4191363016764322,nan,1000.0,1.0,1.0,30325,425,0,122,7.464170152893201,nan,9.240848827362061,nan,0.6002290721471663,0.0,0.7454760630925497,0.0,9825.951171223745,0.0,0.6002290721471663,0.0,135.54149068196614,0.0,135.54149068196614,0.0,6.270473067506706,0.0,8.133333333333333,0.0,6.270473067506706,0.9393664184088749,0.7454760630925497,0.6002290721471663,6.777074534098308,491.29755856118726
