algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,85,5.889304297000697,0.7959519805014134,0.5812748648226261,1.0,1.342824561521411,nan,1000.0,1.0,1.0,10249,349,0,120,0.5559067260473967,0.0,4.18253551853041,0.0,0.6322076349409783,0.0,142.5611696243286,0.0,5704.576834804462,0.0,6.701688349246979,nan,7.5,0.0,7.554726049931235,nan,0.6322076349409783,0.0,142.5611696243286,0.0,4.18253551853041,1.102149945471953,0.5559067260473967,0.6322076349409783,5.702446784973144,228.18307339217847
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,86,5.889304297000697,0.795921980291605,0.581248109638691,1.0,1.2655105110453932,nan,1000.0,1.0,1.0,10408,508,0,156,0.5058226106982482,0.0,4.2174028715169,0.0,0.6466191833678735,0.0,145.83487340023643,0.0,5122.973642878845,0.0,6.987988873531944,nan,8.210526315789474,0.0,7.82512711173548,nan,0.6466191833678735,0.0,145.83487340023643,0.0,4.2174028715169,1.1120657954651914,0.5058226106982482,0.6466191833678735,6.9271564865112305,243.3412480367451
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,87,5.961332314536418,0.7962672302126884,0.5813517214357853,1.0,0.8068425676652363,nan,1000.0,1.0,1.0,10275,375,0,70,0.3745031308914934,0.0,4.250702627345639,0.0,0.6881907414313908,0.0,155.12745339529855,0.0,5545.497053669364,0.0,6.487273080008371,nan,5.0,0.0,7.216158760816862,nan,0.6881907414313908,0.0,155.12745339529855,0.0,4.250702627345639,1.1047821736508034,0.3745031308914934,0.6881907414313908,5.4294608688354495,194.0923968784277
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,88,6.128302074983288,0.796244730502367,0.5813216656446457,1.0,1.3887149235781502,nan,1000.0,1.0,1.0,10311,411,0,126,0.5089440223048715,0.0,4.2811692702908655,0.0,0.6400323430599142,0.0,144.484058155733,0.0,5323.753322191634,0.0,7.0244349872364715,nan,7.411764705882353,0.0,7.7617562568614025,nan,0.6400323430599142,0.0,144.484058155733,0.0,4.2811692702908655,1.110642187822823,0.5089440223048715,0.6400323430599142,6.140572471618652,226.25951619314444
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,89,6.128302074983288,0.7963062281906604,0.5814300255477428,1.0,1.2974897101521492,nan,1000.0,1.0,1.0,10480,580,0,92,0.5474612321704626,0.0,4.323647447950379,0.0,0.6230243273631296,0.0,140.78111362457275,0.0,4959.9769847329135,0.0,6.9531261920928955,nan,5.75,0.0,7.631913122901459,nan,0.6230243273631296,0.0,140.78111362457275,0.0,4.323647447950379,1.110898917531217,0.5474612321704626,0.6230243273631296,5.63124454498291,198.39907938931654
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,90,6.30275408989417,0.7962484785914421,0.5815521256625652,1.0,1.2673511773347854,nan,1000.0,1.0,1.0,10469,569,0,400,0.5063856020569801,0.0,4.40906848777588,0.0,0.6360064434629317,0.0,143.35927988688152,0.0,5375.952257747659,0.0,6.839903942743937,nan,13.333333333333334,0.0,7.45775329503658,nan,0.6360064434629317,0.0,143.35927988688152,0.0,4.40906848777588,1.1046077736327204,0.5063856020569801,0.6360064434629317,10.751945991516113,403.1964193310745
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,91,6.30275408989417,0.7965279799699784,0.5813929650187493,1.0,1.1660746511291056,nan,1000.0,1.0,1.0,10294,394,0,112,0.49303861433530555,0.0,4.454710291129769,0.0,0.6329838101467521,0.0,142.86572714412912,0.0,5344.875218228154,0.0,6.789502648746266,nan,6.588235294117647,0.0,7.3536113927568065,nan,0.6329838101467521,0.0,142.86572714412912,0.0,4.454710291129769,1.1006387531303952,0.49303861433530555,0.6329838101467521,6.071793403625488,227.15719677469656
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,92,6.30275408989417,0.7964844803512097,0.5816268873214722,1.0,1.0717712003737687,nan,1000.0,1.0,1.0,10276,376,0,184,0.4388199355453253,0.0,4.488648831289613,0.0,0.6514894517899666,0.0,146.99624328613282,0.0,5368.820899130065,0.0,6.764729571342468,nan,9.2,0.0,7.2780972894717735,nan,0.6514894517899666,0.0,146.99624328613282,0.0,4.488648831289613,1.1016581021913945,0.4388199355453253,0.6514894517899666,7.34981216430664,268.4410449565032
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,93,6.722446610881575,0.796674480587244,0.5816865694522858,1.0,1.2792455014728366,nan,1000.0,1.0,1.0,10293,393,0,190,0.4709389628398986,0.0,4.5246453835524845,0.0,0.6291831466680726,0.0,141.7282976422991,0.0,5139.553837359167,0.0,7.148292972928002,nan,9.047619047619047,0.0,7.639667620409318,nan,0.6291831466680726,0.0,141.7282976422991,0.0,4.5246453835524845,1.110389867023851,0.4709389628398986,0.6291831466680726,7.440735626220703,269.8265764613563
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,94,6.722446610881575,0.7966954807937145,0.5819883659482002,1.0,1.104936482384801,nan,1000.0,1.0,1.0,10462,562,0,88,0.4832609239965677,0.0,4.567610148831514,0.0,0.6297074723824033,0.0,142.1836175918579,0.0,5333.7692049379275,0.0,6.969627201557159,nan,5.5,0.0,7.399227363505276,nan,0.6297074723824033,0.0,142.1836175918579,0.0,4.567610148831514,1.086588263121973,0.4832609239965677,0.6297074723824033,5.6873447036743165,213.3507681975171
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,95,6.722446610881575,0.7965874792635441,0.5823408515751362,1.0,0.9874584124638484,nan,1000.0,1.0,1.0,10496,596,0,286,0.44202453986956525,0.0,4.630026822465566,0.0,0.6422807853749316,0.0,145.01051565317007,0.0,5338.3324226953255,0.0,6.887833173458393,nan,11.0,0.0,7.263804500874,nan,0.6422807853749316,0.0,145.01051565317007,0.0,4.630026822465566,1.0743566661081858,0.44202453986956525,0.6422807853749316,9.425683517456054,346.9916074751961
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,96,6.804994325142784,0.7967519801855087,0.5825546258687972,1.0,0.8909606663510203,nan,1000.0,1.0,1.0,10169,269,0,336,0.4667388377711177,0.0,4.675241631479769,0.0,0.6306338950142614,0.0,142.1245543162028,0.0,5055.66268357887,0.0,6.762098769346873,nan,14.0,0.0,7.08382364375106,nan,0.6306338950142614,0.0,142.1245543162028,0.0,4.675241631479769,1.0742472282287252,0.4667388377711177,0.6306338950142614,8.527473258972169,303.33976101473223
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,97,6.804994325142784,0.7969064810872077,0.5821422918140888,1.0,1.197931482678368,nan,1000.0,1.0,1.0,10405,505,0,178,0.49875486819517045,0.0,4.719415691903186,0.0,0.6171053995771442,0.0,139.18018740699404,0.0,5306.980574877933,0.0,6.7933073952084495,nan,8.476190476190476,0.0,7.0692314498015545,nan,0.6171053995771442,0.0,139.18018740699404,0.0,4.719415691903186,1.069481112665981,0.49875486819517045,0.6171053995771442,7.306959838867187,278.6164801810914
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,98,6.804994325142784,0.7970237296819687,0.5825163064897061,1.0,1.2618535275438003,nan,1000.0,1.0,1.0,10237,337,0,82,0.5060795327382428,0.0,4.749693926432271,0.0,0.6264520325978905,0.0,141.182733808245,0.0,5157.815847205944,0.0,7.0343775408608575,nan,5.857142857142857,0.0,7.271454838624743,nan,0.6264520325978905,0.0,141.182733808245,0.0,4.749693926432271,1.0611695621574695,0.5060795327382428,0.6264520325978905,4.941395683288574,180.52355465220805
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,99,6.804994325142784,0.7969922292232513,0.5830126479268074,1.0,1.2400735680013895,nan,1000.0,1.0,1.0,10510,610,0,154,0.4946087930351496,0.0,4.785683423170102,0.0,0.6151262442080985,0.0,138.6834289550781,0.0,5152.518855147713,0.0,7.132768011093139,nan,7.7,0.0,7.324170405966543,nan,0.6151262442080985,0.0,138.6834289550781,0.0,4.785683423170102,1.065523657821194,0.4946087930351496,0.6151262442080985,6.934171447753906,257.62594275738564
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,100,6.804994325142784,0.7971554788947105,0.5827239154279232,1.0,1.2426561603420658,nan,1000.0,1.0,1.0,10095,195,0,174,0.4870476001187375,0.0,4.826206260191913,0.0,0.6078509481959149,0.0,137.07284947445518,0.0,5475.683542526403,0.0,6.9448779507687215,nan,9.157894736842104,0.0,7.083854989698392,nan,0.6078509481959149,0.0,137.07284947445518,0.0,4.826206260191913,1.0606964296771733,0.4870476001187375,0.6078509481959149,6.510960350036621,260.0949682700042
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,101,6.804994325142784,0.7972312292456627,0.5833484506607056,1.0,1.2300746639005162,nan,1000.0,1.0,1.0,10575,675,0,188,0.49441177685829724,0.0,4.86793641495506,0.0,0.608922226542881,0.0,137.3145425969904,0.0,5264.8836149735625,0.0,6.89905461398038,nan,8.545454545454545,0.0,6.990356597401367,nan,0.608922226542881,0.0,137.3145425969904,0.0,4.86793641495506,1.0581596637449675,0.49441177685829724,0.608922226542881,7.552299842834473,289.5685988235459
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,102,6.804994325142784,0.7971744784712791,0.5835027265548706,1.0,1.2255662269890308,nan,1000.0,1.0,1.0,10577,677,0,236,0.47556121585269767,0.0,4.916597907796105,0.0,0.6080898430941509,0.0,137.2425537109375,0.0,5035.722986986911,0.0,7.369973282019298,nan,9.833333333333334,0.0,7.417889589720179,nan,0.6080898430941509,0.0,137.2425537109375,0.0,4.916597907796105,1.0541276004719782,0.47556121585269767,0.6080898430941509,8.23455322265625,302.14337921921464
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,103,6.804994325142784,0.7972319804131984,0.5839070922136307,1.0,1.0999964919562142,nan,1000.0,1.0,1.0,10618,718,0,216,0.4592920783131073,0.0,4.981194125539628,0.0,0.6226126096146861,0.0,140.473845799764,0.0,5438.1164868674105,0.0,6.834047933419545,nan,9.0,0.0,6.832775874845562,nan,0.6226126096146861,0.0,140.473845799764,0.0,4.981194125539628,1.0076145634804239,0.4592920783131073,0.6226126096146861,8.42843074798584,326.2869892120446
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,104,6.804994325142784,0.7971142300963402,0.5843161509931087,1.0,1.0706288685852832,nan,1000.0,1.0,1.0,10689,789,0,176,0.4298685303127224,0.0,5.025206080443281,0.0,0.6237239012094665,0.0,140.7954670299183,0.0,5290.337535861472,0.0,6.877983331680298,nan,8.0,0.0,6.831010884469424,nan,0.6237239012094665,0.0,140.7954670299183,0.0,5.025206080443281,0.9941407395094783,0.4298685303127224,0.6237239012094665,7.743750686645508,290.96856447238093
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,105,6.804994325142784,0.7971462288498878,0.5844224518537522,1.0,1.3991423923718302,nan,1000.0,1.0,1.0,10542,642,0,184,0.49942470028212194,0.0,5.056751316344137,0.0,0.6068896379943687,0.0,136.87931663111635,0.0,5291.345981033473,0.0,7.1996970427663705,nan,9.68421052631579,0.0,7.10301585122007,nan,0.6068896379943687,0.0,136.87931663111635,0.0,5.056751316344137,0.9938708802882392,0.49942470028212194,0.6068896379943687,6.501767539978028,251.33893409909
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,106,6.804994325142784,0.797211981266737,0.5847083568572998,1.0,1.1079526481529076,nan,1000.0,1.0,1.0,10535,635,0,232,0.41765061711582047,0.0,5.083568473521129,0.0,0.6159039042693877,0.0,138.9485912322998,0.0,5216.395889431142,0.0,7.082572857538859,nan,9.666666666666666,0.0,6.941036305128812,nan,0.6159039042693877,0.0,138.9485912322998,0.0,5.083568473521129,1.0066290490390197,0.41765061711582047,0.6159039042693877,8.336915473937989,312.9837533658685
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,107,6.804994325142784,0.7974909801781177,0.5846824690699577,1.0,1.3969220558279438,nan,1000.0,1.0,1.0,10367,467,0,156,0.43413751690011276,0.0,5.10802453463772,0.0,0.6142064017307605,0.0,138.61383538497122,0.0,5458.039412066897,0.0,7.484868375878585,nan,8.210526315789474,0.0,7.286553135044701,nan,0.6142064017307605,0.0,138.61383538497122,0.0,5.10802453463772,1.0105688497250631,0.43413751690011276,0.6142064017307605,6.584157180786133,259.25687207317765
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,108,6.982141596929597,0.7972884811460972,0.5857360257208347,1.0,1.3788756628831227,nan,1000.0,1.0,1.0,10448,548,0,128,0.4550493558247884,0.0,5.140697585908355,0.0,0.6030551308458568,0.0,135.87821197509766,0.0,5514.302040326509,0.0,7.481862783432007,nan,7.111111111111111,0.0,7.235231162017151,nan,0.6030551308458568,0.0,135.87821197509766,0.0,5.140697585908355,1.005558759486167,0.4550493558247884,0.6030551308458568,6.114519538879395,248.1435918146929
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,109,6.982141596929597,0.7973307298123836,0.5858663424849511,1.0,1.1700449540759579,nan,1000.0,1.0,1.0,10766,866,0,424,0.46137898776567343,0.0,5.199107459216082,0.0,0.6032487370832722,0.0,136.2262272690282,0.0,5479.030715721078,0.0,7.131368897177956,nan,12.848484848484848,0.0,6.850468570682978,nan,0.6032487370832722,0.0,136.2262272690282,0.0,5.199107459216082,0.9931125306903794,0.46137898776567343,0.6032487370832722,11.238663749694824,452.020034046989
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,110,6.982141596929597,0.7973544776439667,0.5862921454012394,1.0,1.3160034911385898,nan,1000.0,1.0,1.0,10442,542,0,390,0.4338876671832183,0.0,5.250136157765078,0.0,0.6115285056930116,0.0,137.99873404667295,0.0,5447.657124325336,0.0,7.305260724034802,nan,13.448275862068966,0.0,6.9708830958925425,nan,0.6115285056930116,0.0,137.99873404667295,0.0,5.250136157765078,0.9823234186490865,0.4338876671832183,0.6115285056930116,10.00490821838379,394.9551415135868
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,111,6.982141596929597,0.7973804794251919,0.5866316266357898,1.0,1.4210503533482552,nan,1000.0,1.0,1.0,10402,502,0,158,0.5009819388389587,0.0,5.286205877728301,0.0,0.6002290721471659,0.0,135.17740631103516,0.0,5200.3441051525915,0.0,7.268404388427735,nan,7.9,0.0,6.889629448046034,nan,0.6002290721471659,0.0,135.17740631103516,0.0,5.286205877728301,0.9721956512840212,0.5009819388389587,0.6002290721471659,6.758870315551758,260.0172052576296
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,112,6.982141596929597,0.7975884795188903,0.5866592709720134,1.0,1.3727220509733473,nan,1000.0,1.0,1.0,10345,445,0,80,0.488349797470229,0.0,5.3022273630567,0.0,0.6002290721471661,0.0,135.28505488804407,0.0,5384.93298391751,0.0,6.9743070261819025,nan,5.714285714285714,0.0,6.56693243711119,nan,0.6002290721471661,0.0,135.28505488804407,0.0,5.3022273630567,0.9817618597760784,0.488349797470229,0.6002290721471661,4.734976921081543,188.4726544371128
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,113,6.982141596929597,0.7974684797227383,0.5874293984472752,1.0,1.3509977114200593,nan,1000.0,1.0,1.0,10535,635,0,240,0.4291347301006317,0.0,5.343027880494674,0.0,0.6039680159480606,0.0,136.31606994628908,0.0,5264.1384280516995,0.0,7.480481796264648,nan,9.6,0.0,6.996740387943512,nan,0.6039680159480606,0.0,136.31606994628908,0.0,5.343027880494674,0.9750182521533667,0.4291347301006317,0.6039680159480606,8.519754371643067,329.0086517532312
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,114,7.056749391706421,0.7973669789731502,0.587899382263422,1.0,1.3146029540470667,nan,1000.0,1.0,1.0,10799,899,0,158,0.4293944537639618,0.0,5.373710407366405,0.0,0.6110762423066247,0.0,137.72680155436197,0.0,5489.871829635119,0.0,7.5760786192757745,nan,7.523809523809524,0.0,7.0390713230960005,nan,0.6110762423066247,0.0,137.72680155436197,0.0,5.373710407366405,0.9727694459179209,0.4293944537639618,0.6110762423066247,7.230657081604004,288.2182710558437
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,115,7.066998912041057,0.7975417293608189,0.5879944303631782,1.0,1.1097121737897395,nan,1000.0,1.0,1.0,10507,607,0,152,0.41376639492809775,0.0,5.401787534712622,0.0,0.6049462321060712,0.0,136.63906555175782,0.0,5427.142796440692,0.0,7.231416964530945,nan,7.6,0.0,6.674196671628421,nan,0.6049462321060712,0.0,136.63906555175782,0.0,5.401787534712622,0.9749947314421941,0.41376639492809775,0.6049462321060712,6.831953277587891,271.3571398220346
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,116,7.066998912041057,0.7975499798357487,0.5882726518809795,1.0,1.3890648191938033,nan,1000.0,1.0,1.0,10393,493,0,310,0.4304194693955091,0.0,5.432471940201339,0.0,0.606164389053544,0.0,136.85562896728516,0.0,5520.95234401918,0.0,7.5563815740438605,nan,11.923076923076923,0.0,6.9277814745154656,nan,0.606164389053544,0.0,136.85562896728516,0.0,5.432471940201339,0.9808089429896344,0.4304194693955091,0.606164389053544,8.895615882873535,358.8619023612466
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,117,7.250867633329746,0.7976319797337055,0.5888763819634915,1.0,1.4034081101417542,nan,1000.0,1.0,1.0,10363,463,0,110,0.5177044289953568,0.0,5.471750515626623,0.0,0.6002290721471661,0.0,135.28611037310432,0.0,5670.633973330169,0.0,7.274295947130988,nan,6.470588235294118,0.0,6.624848775293502,nan,0.6002290721471661,0.0,135.28611037310432,0.0,5.471750515626623,0.9506246014845349,0.5177044289953568,0.6002290721471661,5.749659690856934,241.00194386653223
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,118,7.250867633329746,0.7976197278499604,0.5895393384993076,1.0,1.6255761631603898,nan,1000.0,1.0,1.0,10492,592,0,378,0.490523645333175,0.0,5.5127044994633225,0.0,0.6015936594144713,0.0,135.6483522612473,0.0,5646.686433755752,0.0,7.788369951577022,nan,13.03448275862069,0.0,7.045896822371517,nan,0.6015936594144713,0.0,135.6483522612473,0.0,5.5127044994633225,0.9486010616237067,0.490523645333175,0.6015936594144713,9.83450553894043,409.38476644729207
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,119,7.250867633329746,0.7974237303435803,0.5899786676466465,1.0,1.2907333888790824,nan,1000.0,1.0,1.0,10151,251,0,240,0.47830639203841036,0.0,5.548678989793114,0.0,0.6028921861747499,0.0,135.92660730535334,0.0,5424.534545463671,0.0,7.183232675899159,nan,10.909090909090908,0.0,6.455268994549494,nan,0.6028921861747499,0.0,135.92660730535334,0.0,5.548678989793114,0.9349922390491568,0.47830639203841036,0.6028921861747499,7.475963401794433,298.34940000050193
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,120,7.356246093352336,0.7975694787502289,0.5904061324894428,1.0,1.3277475031522603,nan,1000.0,1.0,1.0,10708,808,0,256,0.4348337042790193,0.0,5.579821765366498,0.0,0.6061451933782932,0.0,136.68253209040716,0.0,5606.152144639451,0.0,7.680967587691087,nan,9.846153846153847,0.0,6.8566983863718365,nan,0.6061451933782932,0.0,136.68253209040716,0.0,5.579821765366498,0.9391394677064778,0.4348337042790193,0.6061451933782932,8.884364585876465,364.3998894015643
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,121,7.458034398002362,0.7975644795596599,0.590992241948843,1.0,1.6430496349930763,nan,1000.0,1.0,1.0,10564,664,0,222,0.47794635718067485,0.0,5.607524834397669,0.0,0.6018041733670357,0.0,135.7550983428955,0.0,5668.494899331344,0.0,7.755022029081981,nan,9.25,0.0,6.876807268881514,nan,0.6018041733670357,0.0,135.7550983428955,0.0,5.607524834397669,0.9423821914514949,0.47794635718067485,0.6018041733670357,8.14530590057373,340.1096939598806
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,122,7.458034398002362,0.7977032290399074,0.5914620788395405,1.0,1.7091903764950602,nan,1000.0,1.0,1.0,10538,638,0,128,0.538674174170745,0.0,5.6345681143038355,0.0,0.600229072147166,0.0,135.47624527780633,0.0,5946.449073534098,0.0,7.636070803592079,nan,6.7368421052631575,0.0,6.72633459590203,nan,0.600229072147166,0.0,135.47624527780633,0.0,5.6345681143038355,0.9386664288833606,0.538674174170745,0.600229072147166,6.435121650695801,282.45633099286965
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,123,7.458034398002362,0.797492729574442,0.5921516309678555,1.0,1.98554378002882,nan,1000.0,1.0,1.0,10120,220,0,66,0.5476094285647074,0.0,5.647016485803234,0.0,0.6002290721471661,0.0,135.29412587483725,0.0,5696.549738380229,0.0,8.19181776046753,nan,5.5,0.0,7.167925884938156,nan,0.6002290721471661,0.0,135.29412587483725,0.0,5.647016485803234,0.9452044348839995,0.5476094285647074,0.6002290721471661,4.058823776245117,170.8964921514069
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,124,7.458034398002362,0.7977332293987274,0.5924671439826489,1.0,1.1910049906000495,nan,1000.0,1.0,1.0,10372,472,0,106,0.4372579390183091,0.0,5.67263689101223,0.0,0.6002290721471661,0.0,135.2106637954712,0.0,5438.142587462267,0.0,7.331826329231262,nan,6.625,0.0,6.372797175537868,nan,0.6002290721471661,0.0,135.2106637954712,0.0,5.67263689101223,0.9332614326984753,0.4372579390183091,0.6002290721471661,5.408426551818848,217.52570349849069
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,125,7.458034398002362,0.7974332299828529,0.5930521064996719,1.0,1.4892255053633736,nan,1000.0,1.0,1.0,10569,669,0,162,0.5289920469125112,0.0,5.694670748364068,0.0,0.6002290721471659,0.0,135.3556671142578,0.0,5451.4214148213305,0.0,7.170772802262079,nan,7.714285714285714,0.0,6.191396159711142,nan,0.6002290721471659,0.0,135.3556671142578,0.0,5.694670748364068,0.9412913333785727,0.5289920469125112,0.6002290721471659,7.106172523498535,286.19962427811987
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,126,7.458034398002362,0.7976452286541462,0.5931105002760887,1.0,1.4893631568321815,nan,1000.0,1.0,1.0,10335,435,0,60,0.46860171338686574,0.0,5.708374926437357,0.0,0.6003177483511454,0.0,135.59478877140924,0.0,5992.48185042309,0.0,7.746114730834961,nan,4.615384615384615,0.0,6.643719062728914,nan,0.6003177483511454,0.0,135.59478877140924,0.0,5.708374926437357,0.9477433633524476,0.46860171338686574,0.6003177483511454,4.406830635070801,194.7556601387504
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,127,7.458034398002362,0.7974782288074493,0.5941866801679134,1.0,1.498160286082162,nan,1000.0,1.0,1.0,10300,400,0,146,0.4463434475991461,0.0,5.736823659545869,0.0,0.600229072147166,0.0,135.42505815294055,0.0,5739.405349450981,0.0,8.246425204806858,nan,8.11111111111111,0.0,7.025832019594652,nan,0.600229072147166,0.0,135.42505815294055,0.0,5.736823659545869,0.9344860676130051,0.4463434475991461,0.600229072147166,6.094127616882324,258.2732407252941
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,128,7.458034398002362,0.7977437281608581,0.5940882259607315,1.0,1.2172689080238341,nan,1000.0,1.0,1.0,10321,421,0,90,0.5304518491029739,0.0,5.7594208365457575,0.0,0.6002290721471663,0.0,135.30775553385416,0.0,5866.951559545368,0.0,7.02257391611735,nan,6.0,0.0,5.94337400314905,nan,0.6002290721471663,0.0,135.30775553385416,0.0,5.7594208365457575,0.9268957736817589,0.5304518491029739,0.6002290721471663,5.074040832519532,220.0106834829513
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,129,7.458034398002362,0.7975114785134793,0.5952440366148949,1.0,0.9400736805317658,nan,1000.0,1.0,1.0,10729,829,0,318,0.3289555666436042,0.0,5.7935701597164355,0.0,0.601353308765679,0.0,135.6272326878139,0.0,5334.079723829998,0.0,7.4442475863865445,nan,11.357142857142858,0.0,6.258384670630821,nan,0.601353308765679,0.0,135.6272326878139,0.0,5.7935701597164355,0.9282803338274358,0.3289555666436042,0.601353308765679,9.493906288146972,373.38558066809986
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,130,7.458034398002362,0.7977049785852433,0.5954378363490105,1.0,1.5799427777528763,nan,1000.0,1.0,1.0,10469,569,0,94,0.4990293439477682,0.0,5.816861985653109,0.0,0.6002290721471661,0.0,135.34422206878662,0.0,5752.780460485183,0.0,7.953731596469879,nan,5.875,0.0,6.642278478437436,nan,0.6002290721471661,0.0,135.34422206878662,0.0,5.816861985653109,0.9227115366174287,0.4990293439477682,0.6002290721471661,5.413768882751465,230.1112184194073
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,131,7.465839693485447,0.7976099789142609,0.595988607853651,1.0,1.3048579485039227,nan,1000.0,1.0,1.0,10267,367,0,106,0.35257087321951985,0.0,5.837260036487087,0.0,0.6002290721471661,0.0,135.48828125,0.0,5625.372201299016,0.0,7.831267684698105,nan,6.625,0.0,6.496552024833913,nan,0.6002290721471661,0.0,135.48828125,0.0,5.837260036487087,0.921874740987465,0.35257087321951985,0.6002290721471661,5.41953125,225.0148880519606
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,132,7.5902725162758315,0.7974344803392888,0.5966553708910942,1.0,1.2622804504273266,nan,1000.0,1.0,1.0,10768,868,0,350,0.40059927093057796,0.0,5.874371182775093,0.0,0.600229072147166,0.0,135.43450769884834,0.0,5579.504408869972,0.0,7.57312194232283,nan,12.068965517241379,0.0,6.2406597511488275,nan,0.600229072147166,0.0,135.43450769884834,0.0,5.874371182775093,0.915522985797565,0.40059927093057796,0.600229072147166,9.819001808166504,404.51406964307296
